,number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_penalty,state
90,90,0.7454340387915515,2023-04-10 13:42:46.538889,2023-04-10 13:42:47.627138,0 days 00:00:01.088249,0.4554475605709203,4.982322790738693,l1,COMPLETE
91,91,0.7408853563603335,2023-04-10 13:42:47.627138,2023-04-10 13:42:48.053876,0 days 00:00:00.426738,0.26327826214189903,4.098373805684889,l1,COMPLETE
92,92,0.7413464739261791,2023-04-10 13:42:48.053876,2023-04-10 13:42:49.025264,0 days 00:00:00.971388,0.4511040429212173,5.089762309412929,l1,COMPLETE
93,93,0.742356111068591,2023-04-10 13:42:49.025264,2023-04-10 13:42:49.231883,0 days 00:00:00.206619,0.09068800892617747,3.6184709871827314,l1,COMPLETE
94,94,0.7212222771337349,2023-04-10 13:42:49.231883,2023-04-10 13:42:51.878257,0 days 00:00:02.646374,1.396208643032784,5.510204308547761,l1,COMPLETE
95,95,0.7388916682600548,2023-04-10 13:42:51.878257,2023-04-10 13:42:52.830167,0 days 00:00:00.951910,0.6351407377464399,4.309829378879723,l1,COMPLETE
96,96,0.7012740282180955,2023-04-10 13:42:52.830167,2023-04-10 13:42:55.815232,0 days 00:00:02.985065,3.3687440585195434,6.8195540875237795,l1,COMPLETE
97,97,0.7194501626048402,2023-04-10 13:42:55.815232,2023-04-10 13:42:56.393148,0 days 00:00:00.577916,0.3502862425081805,6.220196206904589,l1,COMPLETE
98,98,0.754515347170005,2023-04-10 13:42:56.393148,2023-04-10 13:42:56.790541,0 days 00:00:00.397393,0.21881948738931226,4.828579923631868,l1,COMPLETE
99,99,0.7382271702533748,2023-04-10 13:42:56.790541,2023-04-10 13:42:58.334617,0 days 00:00:01.544076,0.8441130914653342,3.2379152552724744,l1,COMPLETE
