,number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_gamma,params_kernel,state
64,64,0.6460473281638127,2023-04-11 15:22:31.364562,2023-04-11 15:22:34.721829,0 days 00:00:03.357267,58.45874424182422,4.33237423283841,2.976905701513678e-05,sigmoid,COMPLETE
65,65,0.5,2023-04-11 15:22:34.723831,2023-04-11 15:22:36.765992,0 days 00:00:02.042161,10.843204119485401,3.578056681273625,0.00021401077354151843,poly,COMPLETE
66,66,0.5,2023-04-11 15:22:36.766994,2023-04-11 15:22:39.397783,0 days 00:00:02.630789,2.382225364884709,2.7621679803836954,0.00012522180475008126,sigmoid,COMPLETE
67,67,0.6766804398379922,2023-04-11 15:22:39.399782,2023-04-11 15:22:43.244992,0 days 00:00:03.845210,26.83503728265553,7.277729419540362,0.00025951015298787065,sigmoid,COMPLETE
68,68,0.6708744342193503,2023-04-11 15:22:43.247991,2023-04-11 15:22:46.654951,0 days 00:00:03.406960,1.114867144003953,4.541440125327441,0.002048250660019232,sigmoid,COMPLETE
69,69,0.6728858623883371,2023-04-11 15:22:46.656948,2023-04-11 15:22:49.800198,0 days 00:00:03.143250,99.88157893042937,3.6404876031186895,0.0005929850967182459,sigmoid,COMPLETE
70,70,0.6897095535594306,2023-04-11 15:22:49.802198,2023-04-11 15:22:52.952450,0 days 00:00:03.150252,20.244151203655147,6.622151434456125,0.0012494207391349297,sigmoid,COMPLETE
71,71,0.7095384733021366,2023-04-11 15:22:52.955451,2023-04-11 15:22:56.189763,0 days 00:00:03.234312,27.698690809815883,5.492183422194119,0.00042062190643597146,sigmoid,COMPLETE
72,72,0.6900281395853293,2023-04-11 15:22:56.191763,2023-04-11 15:22:59.400018,0 days 00:00:03.208255,31.472804117751117,5.276304796139412,0.00017116846890794085,sigmoid,COMPLETE
73,73,0.684636468596821,2023-04-11 15:22:59.402020,2023-04-11 15:23:03.259330,0 days 00:00:03.857310,55.33487105750527,8.616380194784977,0.0002909714723987884,sigmoid,COMPLETE
74,74,0.7011514141482702,2023-04-11 15:23:03.262336,2023-04-11 15:23:07.435669,0 days 00:00:04.173333,9.477916134973109,4.931206672025609,0.0008373776924119133,sigmoid,COMPLETE
75,75,0.6900102864937425,2023-04-11 15:23:07.437663,2023-04-11 15:23:11.287974,0 days 00:00:03.850311,16.829712969245975,6.612187718903448,0.0004741148722742724,sigmoid,COMPLETE
76,76,0.695843822242212,2023-04-11 15:23:11.289975,2023-04-11 15:23:15.454307,0 days 00:00:04.164332,32.90121524188969,7.521759106484063,0.00333851811007987,rbf,COMPLETE
77,77,0.6058526531081382,2023-04-11 15:23:15.459308,2023-04-11 15:23:19.776163,0 days 00:00:04.316855,6.5974256552240105,5.614503908471045,7.656726284798726e-05,sigmoid,COMPLETE
78,78,0.5,2023-04-11 15:23:19.777165,2023-04-11 15:23:22.492960,0 days 00:00:02.715795,70.33907269936984,4.29941220793092,0.00030401162891091654,poly,COMPLETE
79,79,0.6674175127411329,2023-04-11 15:23:22.494959,2023-04-11 15:23:25.079257,0 days 00:00:02.584298,2.84864759283721,2.87047705063,0.008612283737700146,sigmoid,COMPLETE
80,80,0.6859739705716581,2023-04-11 15:23:25.081257,2023-04-11 15:23:29.038213,0 days 00:00:03.956956,18.55109697448846,5.3777775639591345,0.0001630365359791287,sigmoid,COMPLETE
81,81,0.6991280565460529,2023-04-11 15:23:29.040213,2023-04-11 15:23:32.012974,0 days 00:00:02.972761,10.26069367594826,4.681604588957724,0.0010156166812259379,sigmoid,COMPLETE
82,82,0.6866398375519318,2023-04-11 15:23:32.014977,2023-04-11 15:23:35.341242,0 days 00:00:03.326265,9.288272423687092,6.075567769679914,0.0006428863137019491,sigmoid,COMPLETE
83,83,0.6927086216521856,2023-04-11 15:23:35.344241,2023-04-11 15:23:38.218473,0 days 00:00:02.874232,29.89328686202913,4.880528544411692,0.00038177385373607296,sigmoid,COMPLETE
84,84,0.6944166714400068,2023-04-11 15:23:38.220474,2023-04-11 15:23:41.047702,0 days 00:00:02.827228,58.799868993705886,4.0380712296132755,0.0009888093880610282,sigmoid,COMPLETE
